지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
108,서울,2016-01-02 10:00,3.4,,1.9,70,74,5.8,-.8,1013.9,1024.6,.2,.31,8,8,Sc,10,.6,.6,.6,1.6,2.1
108,서울,2016-01-02 11:00,5,,1.6,70,68,5.9,-.4,1013.6,1024.3,.7,.59,6,6,Sc,10,4.4,1.8,.7,1.6,2.1
108,서울,2016-01-02 12:00,6.2,,1.8,70,67,6.3,.5,1012.7,1023.3,.6,.69,8,8,Sc,10,5.4,3.1,1.1,1.7,2.1
108,서울,2016-01-02 13:00,7.5,,1.3,70,63,6.5,.8,1011.7,1022.2,.4,.76,9,9,Sc,10,8.2,4.7,1.9,1.8,2.1
108,서울,2016-01-02 14:00,8.8,,2.8,20,66,7.4,2.7,1010.9,1021.4,.3,.67,9,9,Sc,10,8.3,6.2,2.8,2,2.2
108,서울,2016-01-02 15:00,9.1,,2.7,270,68,7.8,3.4,1010.5,1021,.5,.55,7,4,ScAc,10,7.2,6.4,3.5,2.4,2.3
108,서울,2016-01-02 16:00,9.4,,3.3,320,68,8,3.7,1010,1020.4,.7,.53,7,2,ScAc,10,6.8,6.6,3.9,2.6,2.4
108,서울,2016-01-02 17:00,8.9,,3.1,320,72,8.2,4.1,1010.1,1020.6,.2,.25,8,3,ScAc,10,5.5,6.2,4.1,2.9,2.6
108,서울,2016-01-02 18:00,8.6,,2.9,320,78,8.7,4.9,1010.1,1020.6,0,.02,8,6,ScAc,10,5.1,5.5,4.2,3.2,2.7
108,서울,2016-01-02 19:00,8.5,,1.8,320,80,8.8,5.2,1010.3,1020.8,,,,,,,4.9,5.4,4.1,3.3,2.8
108,서울,2016-01-02 20:00,8,,1.7,320,84,9,5.4,1010,1020.5,,,,,,,3.8,4.8,4,3.4,2.9
108,서울,2016-01-02 21:00,7.7,,1.6,320,83,8.7,4.9,1010,1020.5,,,8,8,Sc,10,3.7,4.2,3.8,3.5,3
108,서울,2016-01-02 22:00,7.5,,1.3,320,85,8.8,5.1,1009.9,1020.4,,,,,,,3.8,4.1,3.7,3.5,3.1
108,서울,2016-01-02 23:00,7.3,,1.6,320,88,9,5.4,1009.6,1020.1,,,,,,,3,4.1,3.6,3.5,3.2
108,서울,2016-01-03 00:00,6.9,,2,320,90,8.9,5.3,1009.7,1020.3,,,7,7,Sc,10,2.4,3.4,3.5,3.5,3.2
108,서울,2016-01-03 01:00,6.9,,2,320,89,8.8,5.2,1009.3,1019.9,,,,,,,3.1,3.4,3.3,3.5,3.3
108,서울,2016-01-03 02:00,6.8,,1.8,320,90,8.8,5.2,1009.2,1019.8,,,,,,,3.4,4,3.3,3.5,3.3
108,서울,2016-01-03 03:00,6.3,,1.3,320,93,8.8,5.2,1009,1019.6,,,6,6,Sc,10,2.3,3.4,3.3,3.5,3.3
108,서울,2016-01-03 04:00,5.9,,.5,340,93,8.6,4.8,1008.7,1019.3,,,8,8,Sc,10,2.7,3.1,3.1,3.5,3.3
108,서울,2016-01-03 05:00,5.8,,1.6,340,92,8.4,4.5,1008.5,1019.1,,,8,8,Sc,10,3,3.2,3.1,3.4,3.3
108,서울,2016-01-03 06:00,5.5,,1.2,340,93,8.4,4.4,1008.9,1019.5,,,8,8,Sc,10,2.8,2.9,3,3.4,3.4
108,서울,2016-01-03 07:00,5.5,,.3,0,93,8.4,4.4,1009.2,1019.8,,,10,10,St,7,2.9,3.3,3,3.4,3.3
108,서울,2016-01-03 08:00,5.4,,.7,340,94,8.4,4.5,1009.5,1020.1,0,.01,10,10,St,7,3.3,3.5,3.1,3.4,3.4
108,서울,2016-01-03 09:00,5.3,,.3,0,92,8.1,4,1009.6,1020.2,0,.13,8,8,Sc,10,3.2,3.4,3.1,3.4,3.4
108,서울,2016-01-03 10:00,5.7,,.7,70,88,8,3.8,1009.6,1020.2,0,.31,8,8,St,7,4.9,4.1,3.2,3.4,3.4
108,서울,2016-01-03 11:00,6.8,,1.4,270,77,7.6,3,1009.9,1020.5,.1,.55,8,8,Sc,10,7.5,5.5,3.6,3.5,3.4
108,서울,2016-01-03 12:00,7.7,,2.4,290,73,7.6,3.1,1009.4,1019.9,.2,.72,8,8,Sc,10,8.8,6.8,4.2,3.6,3.4
108,서울,2016-01-03 13:00,8.3,,4,320,68,7.4,2.7,1008.7,1019.2,.5,.89,7,7,Sc,10,9.9,8,4.9,3.7,3.5
108,서울,2016-01-03 14:00,8.4,,2.8,360,67,7.4,2.6,1008,1018.5,.1,.69,7,7,Sc,10,9.4,8.1,5.4,4,3.6
108,서울,2016-01-03 15:00,9.3,,2.1,360,63,7.4,2.6,1007.7,1018.1,.9,.84,7,7,Sc,10,9.9,8.6,5.8,4.3,3.7
108,서울,2016-01-03 16:00,8.6,,2.4,290,66,7.3,2.5,1007.6,1018.1,.4,.5,6,6,Sc,10,7.3,8.1,6,4.5,3.8
108,서울,2016-01-03 17:00,7.5,,2,270,70,7.2,2.3,1007.7,1018.2,0,.19,2,0,Ci,,5.4,6.7,5.9,4.7,3.9
108,서울,2016-01-03 18:00,6.8,,2,320,74,7.3,2.4,1008.2,1018.7,0,.02,7,7,Sc,10,4.4,5.3,5.5,4.8,4
108,서울,2016-01-03 19:00,6.7,,1.8,320,74,7.2,2.3,1008.3,1018.9,,,,,,,4.3,5,5.1,4.8,4.1
108,서울,2016-01-03 20:00,6.1,,3.6,320,80,7.5,2.9,1008.7,1019.3,,,,,,,3.5,4.6,4.8,4.8,4.2
108,서울,2016-01-03 21:00,6,,2.6,340,78,7.3,2.4,1008.9,1019.5,,,8,8,Sc,10,3.8,4.3,4.6,4.8,4.2
108,서울,2016-01-03 22:00,5.9,,2.2,320,80,7.4,2.7,1009.2,1019.8,,,,,,,3.9,4.5,4.4,4.7,4.3
108,서울,2016-01-03 23:00,5.6,,2.1,340,79,7.2,2.2,1009.5,1020.1,,,,,,,3.7,4.1,4.3,4.6,4.2
108,서울,2016-01-04 00:00,5.1,,2.8,340,79,6.9,1.7,1009.3,1019.9,,,8,8,Sc,10,3.3,4.1,4.2,4.5,4.3
108,서울,2016-01-04 01:00,4.4,,2.4,320,80,6.7,1.2,1009.3,1019.9,,,,,,,3.1,3.8,4.1,4.5,4.3
108,서울,2016-01-04 02:00,4.3,,1.7,290,77,6.4,.6,1009.7,1020.4,,,,,,,3.2,3.6,4,4.4,4.3
108,서울,2016-01-04 03:00,4.2,,2.5,290,80,6.6,1,1009.9,1020.6,,,8,8,Sc,10,3.1,3.4,3.8,4.4,4.3
108,서울,2016-01-04 04:00,4.2,,3.3,290,76,6.2,.3,1010.2,1020.9,,,8,8,Sc,10,3.1,3.4,3.7,4.4,4.2
108,서울,2016-01-04 05:00,3.7,,2.7,320,83,6.6,1,1010.4,1021.1,,,9,9,Sc,10,2.8,3.4,3.7,4.3,4.2
108,서울,2016-01-04 06:00,3.1,,2.8,340,80,6.1,0,1011.3,1022,,,7,7,Sc,10,2.6,3.3,3.6,4.2,4.2
108,서울,2016-01-04 07:00,1.9,,3.1,340,70,4.9,-3,1012.1,1022.9,,,0,0,,,1.1,2.3,3.4,4.2,4.2
108,서울,2016-01-04 08:00,1.1,,1.5,290,76,5,-2.6,1012.6,1023.4,0,.01,6,0,Ci,,.5,1.5,3,4.1,4.2
108,서울,2016-01-04 09:00,1.3,,3.5,320,72,4.8,-3.2,1013.7,1024.5,.5,.25,3,0,Ci,,1.5,1.7,2.8,4,4.1
108,서울,2016-01-04 10:00,2,,3.7,50,57,4,-5.6,1014,1024.8,1,.66,3,0,Ci,,3,2.6,2.8,3.9,4.1
108,서울,2016-01-04 11:00,2.8,,3.7,50,49,3.7,-6.8,1013.9,1024.7,1,1.16,5,0,Ci,,6.8,4.1,3.1,3.9,4.1
108,서울,2016-01-04 12:00,4,,4.2,50,38,3.1,-9,1013.4,1024.1,1,1.49,6,0,Ci,,9.5,5.5,3.6,3.9,4
108,서울,2016-01-04 13:00,4.8,,4.2,320,33,2.8,-10.1,1012.7,1023.4,1,1.5,3,0,Ci,,9.4,6.3,4.3,4,4
108,서울,2016-01-04 14:00,4.5,,3.6,50,38,3.2,-8.6,1012.5,1023.2,1,1.51,4,0,Ci,,9.8,6.9,4.8,4.2,4.1
108,서울,2016-01-04 15:00,4.9,,3.3,340,32,2.8,-10.4,1012.4,1023.1,1,1.21,6,0,Ci,,7.2,7,5.2,4.5,4.1
108,서울,2016-01-04 16:00,4,,4,320,32,2.6,-11.2,1012.7,1023.4,1,.84,6,0,Ci,,4.6,6.4,5.4,4.7,4.2
108,서울,2016-01-04 17:00,2.7,,3.6,340,34,2.5,-11.6,1012.9,1023.7,1,.37,7,0,Ci,,2.8,5.1,5.2,4.8,4.3
108,서울,2016-01-04 18:00,1.4,,3.7,320,41,2.8,-10.4,1013.6,1024.4,.1,.03,3,3,Sc,10,1.2,3.2,4.7,4.8,4.4
108,서울,2016-01-04 19:00,.5,,3.4,320,45,2.9,-10,1014.2,1025.1,,,,,,,.4,2.1,4.1,4.8,4.5
108,서울,2016-01-04 20:00,-.2,,2.4,340,45,2.7,-10.7,1014.4,1025.3,,,,,,,-.2,1.3,3.5,4.7,4.5
108,서울,2016-01-04 21:00,-.7,,2.8,340,47,2.7,-10.6,1015,1025.9,,,0,0,,,.1,1,3,4.5,4.5
108,서울,2016-01-04 22:00,-1.3,,3.3,20,43,2.4,-12.3,1015.6,1026.6,,,,,,,-.2,.8,2.7,4.3,4.4
108,서울,2016-01-04 23:00,-2,,3.5,20,47,2.5,-11.8,1015.6,1026.6,,,,,,,-.4,.5,2.5,4.1,4.4
108,서울,2016-01-05 00:00,-2.5,,3.3,20,45,2.3,-12.8,1015.8,1026.8,,,2,2,Sc,10,-.7,.4,2.2,4,4.3
108,서울,2016-01-05 01:00,-3.1,,2,70,50,2.4,-12,1015.9,1026.9,,,,,,,-.7,.2,2,3.8,4.2
108,서울,2016-01-05 02:00,-3.5,,3.4,50,53,2.5,-11.7,1016.1,1027.2,,,,,,,-.8,0,1.9,3.7,4.1
108,서울,2016-01-05 03:00,-3.6,,2.8,20,53,2.5,-11.8,1016,1027.1,,,3,0,Ci,,-.7,0,1.7,3.5,4.1
108,서울,2016-01-05 04:00,-3.8,,2.2,20,53,2.4,-12,1015.7,1026.8,,,3,0,Ci,,-.8,-.2,1.6,3.4,4
108,서울,2016-01-05 05:00,-3.8,,1.9,20,53,2.4,-12,1015.5,1026.6,,,6,0,Ci,,-.7,-.2,1.5,3.3,3.9
108,서울,2016-01-05 06:00,-4.1,,2.1,50,54,2.4,-12,1015.6,1026.7,,,7,0,Ci,,-.9,-.4,1.4,3.2,3.8
108,서울,2016-01-05 07:00,-4.3,,3.6,20,49,2.2,-13.4,1016.4,1027.5,,,3,0,Ci,,-1.1,-.5,1.3,3.1,3.8
108,서울,2016-01-05 08:00,-4.6,,1.6,50,45,2,-14.7,1017,1028.1,0,.01,7,0,Ci,,-1.1,-.7,1.2,3,3.7
108,서울,2016-01-05 09:00,-4.5,,1.9,70,35,1.5,-17.6,1017.4,1028.5,0,.14,8,0,Ci,,-.8,-.8,1.1,3,3.7
108,서울,2016-01-05 10:00,-3.5,,4,70,27,1.3,-19.8,1018.1,1029.2,.7,.51,8,0,Ci,,-.1,-.1,1.1,2.9,3.6
108,서울,2016-01-05 11:00,-2.3,,2.8,90,25,1.3,-19.7,1018.7,1029.7,1,1,8,0,Ci,,.4,.1,1.1,2.8,3.5
108,서울,2016-01-05 12:00,-1.6,,3.7,20,24,1.3,-19.5,1018.1,1029.1,1,1.23,8,0,Ci,,1,.2,1.1,2.8,3.5
108,서울,2016-01-05 13:00,-.9,,3.6,20,24,1.4,-18.9,1017.1,1028.1,1,1.28,6,0,Ci,,1.9,.3,1.1,2.7,3.4
108,서울,2016-01-05 14:00,1.2,,2.4,50,24,1.6,-17.1,1016,1026.9,1,1.56,2,0,Ci,,4.5,.6,1.2,2.7,3.4
108,서울,2016-01-05 15:00,1,,4,50,23,1.5,-17.8,1015.7,1026.6,1,1.27,0,0,,,2.7,.6,1.4,2.7,3.4
108,서울,2016-01-05 16:00,.8,,4,360,24,1.6,-17.5,1015.9,1026.8,1,.84,0,0,,,.9,.6,1.6,2.7,3.3
108,서울,2016-01-05 17:00,-.2,,2.3,340,30,1.8,-15.7,1016.4,1027.3,1,.34,0,0,,,.3,.5,1.6,2.8,3.3
108,서울,2016-01-05 18:00,-1.6,,2.4,20,34,1.8,-15.4,1017.1,1028.1,.2,.04,0,0,,,-.2,.2,1.5,2.8,3.3
108,서울,2016-01-05 19:00,-2.2,,2.1,360,39,2,-14.3,1017.6,1028.6,,,,,,,-.5,.1,1.4,2.8,3.3
108,서울,2016-01-05 20:00,-2.7,,1.7,50,40,2,-14.4,1017.8,1028.8,,,,,,,-.8,0,1.3,2.8,3.3
108,서울,2016-01-05 21:00,-3.4,,1.1,20,43,2,-14.2,1017.7,1028.8,,,0,0,,,-1,-.3,1.2,2.7,3.3
108,서울,2016-01-05 22:00,-3.7,,1.1,20,42,2,-14.7,1017.6,1028.7,,,,,,,-1.2,-.4,1.1,2.6,3.3
108,서울,2016-01-05 23:00,-4.1,,.6,20,47,2.1,-13.7,1017.3,1028.4,,,,,,,-1.4,-.7,1,2.6,3.2
108,서울,2016-01-06 00:00,-4.1,,.7,20,49,2.2,-13.2,1017.3,1028.4,,,1,1,,,-1.5,-.9,.9,2.6,3.2
108,서울,2016-01-06 01:00,-4.3,,.7,20,51,2.3,-12.9,1016.8,1027.9,,,,,,,-1.6,-1.1,.9,2.5,3.2
108,서울,2016-01-06 02:00,-4.7,,2,90,52,2.3,-13,1016.4,1027.5,,,,,,,-1.8,-1.4,.7,2.5,3.1
108,서울,2016-01-06 03:00,-4.8,,2.5,90,51,2.2,-13.4,1016.3,1027.4,,,6,6,Sc,10,-1.8,-1.5,.7,2.4,3.1
108,서울,2016-01-06 04:00,-4.9,,1.3,70,55,2.3,-12.5,1016.1,1027.2,,,7,7,Sc,10,-1.8,-1.6,.6,2.4,3.1
108,서울,2016-01-06 05:00,-4.5,,1.1,70,54,2.4,-12.4,1016,1027.1,,,8,8,Sc,10,-1.2,-1.3,.5,2.3,3
108,서울,2016-01-06 06:00,-4,,1.8,90,52,2.4,-12.4,1015.8,1026.9,,,8,8,Sc,10,-1,-.9,.5,2.2,3
108,서울,2016-01-06 07:00,-3.6,,.9,50,52,2.4,-12,1016.1,1027.2,,,9,9,Sc,10,-.9,-.8,.5,2.2,3
108,서울,2016-01-06 08:00,-3.3,,1.2,70,52,2.5,-11.7,1016.2,1027.3,0,.01,9,9,Sc,10,-.9,-.7,.5,2.2,2.9
108,서울,2016-01-06 09:00,-2.7,,1,70,51,2.6,-11.4,1016.3,1027.3,0,.11,9,9,Sc,10,-.4,-.5,.5,2.2,2.9
108,서울,2016-01-06 10:00,-1.4,,1.7,90,47,2.6,-11.2,1016.1,1027.1,.6,.5,6,4,ScAc,10,-.2,-.1,.5,2.1,2.8
108,서울,2016-01-06 11:00,.8,,.7,140,44,2.9,-10,1016,1026.9,1,.98,6,1,ScAc,10,.2,.2,.5,2.1,2.8
108,서울,2016-01-06 12:00,1.3,,2.4,320,50,3.3,-8,1015.5,1026.4,.2,.76,9,6,ScAs,10,.7,.4,.6,2.1,2.8
108,서울,2016-01-06 13:00,1.4,,3.4,320,49,3.3,-8.1,1014.7,1025.5,.3,.88,9,8,ScAs,10,.9,.5,.6,2.1,2.8
108,서울,2016-01-06 14:00,1,,3.2,340,51,3.3,-8,1013.9,1024.8,0,.44,10,8,ScAs,10,.6,.4,.6,2,2.8
108,서울,2016-01-06 15:00,1.4,,2,320,51,3.5,-7.6,1013.1,1023.9,0,.41,10,8,ScAs,10,.8,.4,.6,2,2.8
108,서울,2016-01-06 16:00,1.2,,3.5,320,53,3.5,-7.3,1012.7,1023.5,.1,.37,7,4,ScAc,10,.1,.3,.6,2,2.7
108,서울,2016-01-06 17:00,.6,,2.2,320,56,3.6,-7.1,1012.7,1023.6,0,.21,8,7,ScAs,10,0,.1,.6,2,2.7
108,서울,2016-01-06 18:00,.1,,1.7,340,58,3.6,-7.2,1012.7,1023.6,0,.02,6,5,ScAc,10,-.1,0,.6,2,2.7
108,서울,2016-01-06 19:00,-.6,,2.3,20,59,3.5,-7.6,1013.2,1024.1,,,,,,,-.2,0,.6,2,2.6
108,서울,2016-01-06 20:00,-.9,,2.5,20,63,3.6,-7,1013.6,1024.5,,,,,,,-.4,0,.6,2,2.7
108,서울,2016-01-06 21:00,-1.6,,2.6,20,60,3.3,-8.3,1013.6,1024.6,,,0,0,,,-.5,-.1,.6,2,2.7
108,서울,2016-01-06 22:00,-2,,2.7,50,59,3.1,-8.9,1014,1025,,,,,,,-.7,-.3,.6,2,2.6
108,서울,2016-01-06 23:00,-2.7,,1.8,50,62,3.1,-8.9,1014,1025,,,,,,,-.8,-.5,.6,2,2.6
108,서울,2016-01-07 00:00,-3.1,,2.7,360,61,3,-9.5,1014.2,1025.2,,,0,0,,,-1,-.7,.6,1.9,2.6
108,서울,2016-01-07 01:00,-3.9,,1.9,340,59,2.7,-10.7,1014.3,1025.4,,,,,,,-1.3,-.9,.5,1.9,2.5
108,서울,2016-01-07 02:00,-4.5,,1.6,20,63,2.8,-10.4,1014.2,1025.3,,,,,,,-1.6,-1.3,.4,1.9,2.5
108,서울,2016-01-07 03:00,-5.1,,1.5,360,66,2.8,-10.4,1014.5,1025.6,,,0,0,,,-1.9,-1.7,.4,1.9,2.6
108,서울,2016-01-07 04:00,-5.5,,1.1,20,67,2.7,-10.6,1014.3,1025.4,,,0,0,,,-2.1,-2,.3,1.9,2.5
108,서울,2016-01-07 05:00,-5.3,,1.2,20,66,2.7,-10.6,1014.1,1025.2,,,0,0,,,-2.3,-2.1,.2,1.9,2.5
108,서울,2016-01-07 06:00,-5.4,,1.6,20,66,2.7,-10.7,1014.2,1025.3,,,0,0,,,-2.5,-2.4,.1,1.8,2.5
108,서울,2016-01-07 07:00,-5.4,,1.5,20,67,2.8,-10.5,1014.5,1025.6,,,0,0,,,-2.7,-2.5,.1,1.8,2.5
108,서울,2016-01-07 08:00,-5.6,,1.7,360,66,2.7,-10.9,1014.7,1025.8,0,.01,0,0,,,-2.8,-2.7,0,1.7,2.4
108,서울,2016-01-07 09:00,-5.2,,2.9,360,54,2.3,-13,1015,1026.1,1,.28,0,0,,,-2.3,-2.1,-.1,1.7,2.5
108,서울,2016-01-07 10:00,-4,,3.6,360,45,2,-14.2,1015.4,1026.5,1,.82,0,0,,,-.9,-.9,0,1.7,2.4
108,서울,2016-01-07 11:00,-2.6,,2.5,340,44,2.2,-13.2,1015.5,1026.5,1,1.25,0,0,,,.1,-.2,0,1.7,2.4
108,서울,2016-01-07 12:00,-1.8,,3.1,50,41,2.2,-13.3,1014.8,1025.8,1,1.56,0,0,,,1.7,0,.1,1.6,2.4
108,서울,2016-01-07 13:00,.6,,2.7,20,34,2.2,-13.4,1013.7,1024.6,1,1.65,0,0,,,2.4,.3,.1,1.6,2.4
108,서울,2016-01-07 14:00,.8,,2.9,20,31,2,-14.4,1013.1,1024,1,1.61,0,0,,,3.9,.4,.1,1.6,2.3
108,서울,2016-01-07 15:00,.4,,3.6,360,25,1.6,-17.3,1012.6,1023.5,1,1.35,1,0,Ci,,1.2,.4,.2,1.6,2.3
108,서울,2016-01-07 16:00,.3,,4.5,360,28,1.7,-16.1,1012.7,1023.6,1,.89,1,0,Ci,,.1,.3,.2,1.6,2.3
108,서울,2016-01-07 17:00,-.8,,3.8,340,41,2.4,-12.4,1013,1023.9,1,.3,2,0,Ci,,-.2,0,.1,1.6,2.3
108,서울,2016-01-07 18:00,-2,,2.3,340,48,2.5,-11.5,1013.4,1024.4,.1,.04,1,0,Ci,,-.4,-.1,.1,1.6,2.2
108,서울,2016-01-07 19:00,-2.7,,1.9,320,49,2.5,-11.9,1013.6,1024.6,,,,,,,-.6,-.3,.2,1.6,2.3
108,서울,2016-01-07 20:00,-2.9,,2.4,320,51,2.5,-11.6,1013.5,1024.5,,,,,,,-.8,-.4,.2,1.6,2.3
108,서울,2016-01-07 21:00,-3.1,,2.2,340,54,2.6,-11.1,1013.3,1024.3,,,0,0,,,-1.1,-.8,.1,1.6,2.3
108,서울,2016-01-07 22:00,-3.9,,2.2,20,53,2.4,-12,1013.5,1024.6,,,,,,,-1.5,-1.2,.1,1.6,2.2
108,서울,2016-01-07 23:00,-4.8,,1.9,360,56,2.4,-12.2,1013.3,1024.4,,,,,,,-1.7,-1.7,0,1.5,2.2
108,서울,2016-01-08 00:00,-5.2,,2.6,320,60,2.5,-11.7,1013.1,1024.2,,,0,0,,,-2,-1.9,0,1.6,2.2
108,서울,2016-01-08 01:00,-5.7,,.2,0,62,2.5,-11.8,1012.7,1023.8,,,,,,,-2.3,-2.2,0,1.5,2.2
108,서울,2016-01-08 02:00,-5.8,,1.3,290,64,2.5,-11.5,1012.7,1023.8,,,,,,,-2.5,-2.4,-.1,1.5,2.2
108,서울,2016-01-08 03:00,-6.2,,.6,290,66,2.5,-11.5,1012.5,1023.6,,,0,0,,,-2.8,-2.6,-.2,1.5,2.2
108,서울,2016-01-08 04:00,-6.8,,.5,270,65,2.4,-12.2,1012.4,1023.6,,,0,0,,,-3.1,-3.1,-.2,1.5,2.2
108,서울,2016-01-08 05:00,-6,,2.3,290,60,2.3,-12.5,1012,1023.1,,,0,0,,,-3.2,-3.2,-.3,1.5,2.1
108,서울,2016-01-08 06:00,-6.4,,0,0,60,2.3,-12.9,1011.8,1022.9,,,0,0,,,-3.5,-3.3,-.4,1.4,2.2
108,서울,2016-01-08 07:00,-6.7,,.7,290,61,2.3,-12.9,1012.3,1023.5,,,0,0,,,-3.7,-3.7,-.6,1.4,2.2
108,서울,2016-01-08 08:00,-6.9,,.6,290,63,2.3,-12.7,1012.7,1023.9,0,.01,0,0,,,-3.7,-3.9,-.6,1.3,2.1
108,서울,2016-01-08 09:00,-5.8,,1.7,290,57,2.3,-12.9,1013.3,1024.4,1,.28,0,0,,,-2.8,-2.9,-.7,1.3,2.1
